s2aq2,s2aq4,weight,exp,lnw
P4,No,459.748,10,
Pre school,Yes,459.748,-7,
None,Yes,459.748,-11,
.,.,,,
P6,No,459.748,23,8.879733
SSS3/SHS3,Yes,459.748,-2,
P5,Yes,459.748,1,
P4,Yes,459.748,2,
JSS1/JHS1,Yes,459.748,0,
SSS3/SHS3,Yes,459.748,0,
P6,No,459.748,22,9.141418
JSS1/JHS1,No,459.748,20,7.863113
P5,Yes,459.748,-5,
P4,Yes,459.748,-8,
None,Yes,459.748,-10,
None,Yes,459.748,-10,
None,Yes,459.748,-12,
.,.,,,
.,.,,,
M4,No,459.748,60,
M4,No,459.748,41,7.863113
M4,No,459.748,33,
.,.,459.748,,9.141418
JSS/JHS 2,No,459.748,6,
.,.,,,
U6,No,459.748,,9.272141
JSS3/JHS3,No,459.748,19,
P2,Yes,459.748,-8,
None,Yes,459.748,-10,
.,.,,,
P2,No,459.748,68,
M4,No,459.748,43,
.,.,459.748,,
.,.,459.748,,7.863113
.,.,257.8,,5.562603
P3,Yes,257.8,-3,
P2,Yes,257.8,-5,
P1,Yes,257.8,-7,
JSS3/JHS3,No,257.8,21,7.495542
JSS3/JHS3,No,257.8,15,
Pre school,Yes,257.8,-9,
.,.,,,
M4,No,257.8,33,9.044215
M4,No,257.8,25,7.495542
JSS/JHS 2,Yes,257.8,0,
P5,Yes,257.8,-3,
Pre school,Yes,257.8,-10,
M4,No,257.8,37,7.935355
.,.,,,
.,.,,,
.,.,,,
.,.,,,
SSS3/SHS3,No,257.8,6,6.040255
SSS2/SHS2,No,257.8,5,7.864938
JSS1/JHS1,Yes,257.8,1,
JSS/JHS 2,Yes,257.8,0,
JSS3/JHS3,No,257.8,12,7.090077
JSS1/JHS1,No,257.8,6,
.,.,,,
M4,No,257.8,29,7.783224
JSS3/JHS3,No,257.8,25,8.51979
JSS3/JHS3,No,257.8,7,
JSS/JHS 2,No,257.8,4,
P4,Yes,257.8,-1,
P4,Yes,257.8,-3,
P2,Yes,257.8,-6,
P2,Yes,257.8,-6,
.,.,257.8,,6.948897
.,.,257.8,,7.921559
.,.,,,
.,.,257.8,,6.948897
M4,No,257.8,30,6.733402
JSS/JHS 2,Yes,257.8,-1,5.480639
P4,Yes,257.8,-3,5.480639
Pre school,No,257.8,61,4.60517
P5,No,257.8,39,
JSS3/JHS3,No,257.8,26,
.,.,,,
None,Yes,257.8,-11,
.,.,,,
.,.,257.8,,
.,.,257.8,,
P1,No,257.8,5,5.562603
.,.,,,
.,.,,,
.,.,257.8,,
P1,Yes,257.8,-7,
None,Yes,257.8,-11,
.,.,,,
.,.,,,
SSS3/SHS3,Yes,257.8,3,6.579251
JSS3/JHS3,No,257.8,20,6.434546
.,.,257.8,,6.173786
Pre school,Yes,257.8,-7,
P3,Yes,257.8,-5,
Pre school,Yes,257.8,-7,
M4,No,257.8,32,8.038932
.,.,257.8,,
P4,Yes,257.8,2,
P4,Yes,257.8,-5,
P2,Yes,257.8,-6,
None,No,257.8,-12,
P3,No,317.344,32,8.517993
Voc//Tec,No,317.344,,8.187091
P6,Yes,317.344,0,
JSS3/JHS3,No,317.344,20,7.090077
.,.,317.344,,8.517993
P5,Yes,317.344,-2,
P3,Yes,317.344,-5,
.,.,317.344,,
P6,No,317.344,4,
P6,No,317.344,3,
P4,Yes,317.344,-2,
P4,Yes,317.344,-2,
P1,Yes,317.344,-6,
P6,No,317.344,52,8.517993
.,.,317.344,,
.,.,317.344,,
.,.,317.344,,
.,.,317.344,,
.,.,317.344,,
JSS3/JHS3,No,317.344,7,
M4,No,317.344,30,8.038932
JSS1/JHS1,Yes,317.344,-1,
JSS3/JHS3,No,317.344,14,
Pre school,Yes,317.344,-9,
.,.,,,
JSS3/JHS3,No,317.344,19,
M4,No,317.344,31,
JSS3/JHS3,No,317.344,14,
P4,No,317.344,8,8.517993
P2,Yes,317.344,-5,
None,Yes,317.344,-11,
JSS/JHS 2,No,317.344,35,
JSS3/JHS3,No,317.344,9,7.864938
SSS3/SHS3,No,317.344,18,
.,.,317.344,,
P4,Yes,317.344,-3,
P2,Yes,317.344,-7,
None,Yes,317.344,-11,
JSS/JHS 2,No,317.344,23,
M4,No,317.344,32,
.,.,,,
.,.,,,
M4,No,317.344,27,8.591951
P1,Yes,317.344,-8,
None,Yes,317.344,-11,
JSS3/JHS3,No,210.21,16,10.46047
P5,No,210.21,7,8.87801
.,.,,,
JSS3/JHS3,No,210.21,7,
M4,No,210.21,49,
M4,No,210.21,43,
SSS3/SHS3,Yes,210.21,-1,
P5,Yes,210.21,-5,
P2,Yes,210.21,-7,
Pre school,Yes,210.21,-10,
SSS3/SHS3,No,210.21,18,8.610593
.,.,210.21,,9.139649
JSS1/JHS1,Yes,210.21,-2,
P5,Yes,210.21,-3,
P4,Yes,210.21,-4,
P2,Yes,210.21,-7,
P1,Yes,210.21,-9,
Pre school,Yes,210.21,-11,
.,.,,,
P5,No,210.21,10,
JSS3/JHS3,No,210.21,14,8.17459
JSS3/JHS3,No,210.21,8,7.495542
JSS3/JHS3,No,210.21,14,
JSS3/JHS3,No,210.21,13,9.141418
P5,Yes,210.21,-5,
P3,Yes,210.21,-8,
Pre school,Yes,210.21,-11,
SS1/SHS1,No,210.21,5,
P6,No,210.21,20,8.443332
JSS3/JHS3,No,210.21,14,8.87801
Pre school,Yes,210.21,-8,
None,Yes,210.21,-11,
.,.,,,
Pre school,No,210.21,50,8.553332
Voc//Tec,Yes,210.21,,8.717733
JSS3/JHS3,No,210.21,29,
.,.,,,
JSS3/JHS3,No,210.21,11,
JSS3/JHS3,No,210.21,5,
P1,No,210.21,-1,
P2,Yes,210.21,-4,
P3,Yes,210.21,-7,
.,.,210.21,,
.,.,210.21,,
M4,No,210.21,49,
M4,No,210.21,40,9.017363
Polytechnic,Yes,210.21,7,
.,.,,,
JSS3/JHS3,No,210.21,10,7.864938
Voc//Tec,No,210.21,,7.783224
JSS3/JHS3,Yes,210.21,1,
P3,No,210.21,39,7.864938
JSS3/JHS3,Yes,210.21,2,
JSS1/JHS1,Yes,210.21,1,
P2,No,210.21,-1,
P2,Yes,210.21,-3,
Pre school,Yes,210.21,-5,
None,Yes,210.21,-8,
None,Yes,210.21,-9,
M1,No,210.21,22,9.792417
SS1/SHS1,Yes,210.21,5,
JSS/JHS 2,Yes,210.21,1,
P5,Yes,210.21,-2,
None,Yes,210.21,-8,
None,Yes,210.21,-12,
JSS3/JHS3,Yes,210.21,2,
JSS3/JHS3,No,210.21,27,9.90561
JSS3/JHS3,Yes,210.21,1,
None,Yes,210.21,-9,
JSS3/JHS3,Yes,210.21,1,
.,.,329.618,,6.946976
.,.,329.618,,
SSS3/SHS3,No,329.618,4,
JSS3/JHS3,No,329.618,4,
.,.,,,
JSS3/JHS3,No,329.618,20,7.495542
JSS1/JHS1,No,329.618,20,7.090077
JSS3/JHS3,Yes,329.618,3,
P2,Yes,329.618,-5,
Pre school,Yes,329.618,-10,
.,.,,,
tech training,No,329.618,11,8.881836
JSS/JHS 2,Yes,329.618,3,8.87801
M1,No,329.618,25,7.272398
P2,No,329.618,25,
P5,Yes,329.618,1,
P2,Yes,329.618,-1,
.,.,329.618,,
JSS3/JHS3,No,329.618,15,
P5,No,329.618,12,7.864938
P4,Yes,329.618,-5,
P3,Yes,329.618,-9,
None,Yes,329.618,-12,
.,.,,,
JSS3/JHS3,No,329.618,5,8.419801
M4,No,329.618,29,9.852135
.,.,329.618,,9.437595
Voc//Tec,No,329.618,,
SSS2/SHS2,Yes,329.618,3,
JSS/JHS 2,Yes,329.618,0,
M4,No,329.618,39,7.642045
.,.,329.618,,8.419801
.,.,329.618,,
P5,No,329.618,11,
M4,No,329.618,24,8.87801
P4,No,329.618,30,
JSS3/JHS3,No,329.618,20,9.346836
P5,No,300.195,8,6.946976
.,.,,,
.,.,300.195,,
M4,No,300.195,30,7.783224
JSS1/JHS1,No,300.195,19,8.251664
JSS3/JHS3,No,300.195,8,5.480639
.,.,,,
M4,No,300.195,48,9.139649
.,.,300.195,,7.354362
P5,Yes,300.195,-1,
P3,Yes,300.195,-4,
P1,Yes,300.195,-7,
None,Yes,300.195,-10,
.,.,,,
M4,No,300.195,45,5.886104
JSS3/JHS3,No,300.195,7,
.,.,,,
.,.,,,
Polytechnic,No,300.195,29,7.783224
JSS3/JHS3,No,300.195,18,6.39693
P1,Yes,300.195,-6,
.,.,300.195,,
P6,Yes,300.195,0,
M4,No,300.195,38,6.661215
.,.,300.195,,7.508513
JSS3/JHS3,No,300.195,13,7.090077
SSS3/SHS3,No,300.195,7,7.272398
JSS3/JHS3,Yes,300.195,5,
.,.,,,
M4,No,300.195,24,7.495542
SSS2/SHS2,Yes,300.195,4,
JSS/JHS 2,Yes,300.195,2,
None,Yes,300.195,-11,
JSS3/JHS3,No,300.195,17,9.141418
JSS1/JHS1,No,300.195,7,7.354362
JSS3/JHS3,No,300.195,17,8.368612
SSS3/SHS3,No,300.195,3,
SSS3/SHS3,No,300.195,2,
JSS3/JHS3,No,300.195,11,
M4,No,330.692,40,7.528332
M4,No,330.692,25,8.17459
JSS/JHS 2,Yes,330.692,2,
P4,Yes,330.692,-2,
P2,Yes,330.692,-7,
Polytechnic,No,330.692,23,
P6,No,330.692,26,7.783224
SHS4,Yes,330.692,,
JSS1/JHS1,Yes,330.692,-1,
P5,Yes,330.692,-5,
University,No,330.692,7,10.08581
P6,No,330.692,42,7.090077
Polytechnic,No,330.692,20,8.658692
Voc//Tec,No,330.692,,8.006368
JSS/JHS 2,Yes,330.692,0,
S5,No,330.692,,
M4,No,330.692,49,7.272398
M4,No,330.692,45,
JSS/JHS 2,Yes,330.692,1,
JSS/JHS 2,Yes,330.692,1,
.,.,,,
.,.,,,
S5,No,330.692,,
JSS3/JHS3,No,330.692,23,8.806499
M4,No,330.692,24,8.17459
P1,Yes,330.692,-8,
P1,Yes,330.692,-8,
None,Yes,330.692,-11,
S5,No,330.692,,7.783224
University,Yes,330.692,-1,
Voc//Tec,No,330.692,,8.806499
University,No,330.692,47,
JSS3/JHS3,No,330.692,19,8.553332
JSS/JHS 2,Yes,330.692,-1,
P2,Yes,330.692,-6,
None,Yes,330.692,-11,
Polytechnic,No,330.692,29,9.035987
Polytechnic,No,330.692,23,9.392662
JSS/JHS 2,Yes,330.692,-1,
P5,Yes,330.692,-4,
S5,No,330.692,,9.330787
M4,No,330.692,32,7.090077
JSS/JHS 2,Yes,330.692,-1,
P6,Yes,330.692,-3,
P1,Yes,330.692,-8,
S5,No,330.692,,
JSS1/JHS1,No,183.394,23,7.783224
P3,No,183.394,10,
None,Yes,183.394,-9,
None,Yes,183.394,-10,
.,.,,,
JSS3/JHS3,No,183.394,4,6.579251
Polytechnic,No,183.394,6,8.188689
JSS3/JHS3,No,183.394,22,8.17459
SSS3/SHS3,No,183.394,7,7.783224
None,Yes,183.394,-10,
.,.,183.394,,7.090077
JSS3/JHS3,No,183.394,13,
JSS3/JHS3,No,183.394,7,
JSS3/JHS3,No,183.394,5,
Polytechnic,Yes,183.394,-2,
JSS/JHS 2,Yes,183.394,0,
JSS3/JHS3,No,183.394,18,7.495542
.,.,,,
P3,Yes,183.394,-2,
.,.,,,
.,.,,,
Polytechnic,No,183.394,31,9.44284
Polytechnic,No,183.394,26,8.319717
JSS/JHS 2,Yes,183.394,-1,
P5,Yes,183.394,-3,
S5,No,183.394,,7.495542
.,.,,,
.,.,183.394,,
Polytechnic,No,183.394,21,8.476371
Voc//Tec,No,183.394,,7.783224
P2,Yes,183.394,-6,
P2,Yes,183.394,-7,
None,Yes,183.394,-8,
M4,No,183.394,21,8.443332
JSS3/JHS3,No,183.394,16,7.495542
P1,Yes,183.394,-7,
None,Yes,183.394,-10,
.,.,,,
Polytechnic,No,183.394,9,8.17459
SSS3/SHS3,No,183.394,11,7.090077
Pre school,Yes,183.394,-8,
Voc//Tec,No,183.394,,7.783224
JSS3/JHS3,No,183.394,19,7.090077
JSS1/JHS1,Yes,183.394,0,
P4,Yes,183.394,-2,
P2,Yes,183.394,-7,
None,Yes,183.394,-10,
None,Yes,183.394,-11,
SSS3/SHS3,No,183.394,13,7.783224
None,Yes,183.394,-11,
JSS3/JHS3,No,368.891,17,
JSS3/JHS3,No,368.891,13,
None,Yes,368.891,-9,
None,Yes,368.891,-13,
P2,Yes,368.891,-4,
M4,No,368.891,28,9.346836
JSS3/JHS3,No,368.891,17,10.00728
P5,Yes,368.891,-4,
Pre school,Yes,368.891,-8,
Pre school,Yes,368.891,-9,
None,Yes,368.891,-11,
Voc//Tec,No,368.891,,8.716044
Polytechnic,No,368.891,10,
SSS3/SHS3,No,368.891,13,
JSS3/JHS3,No,368.891,8,8.517993
None,Yes,368.891,-11,
.,.,,,
M1,No,368.891,21,
JSS3/JHS3,No,368.891,14,
.,.,368.891,,
M4,No,368.891,36,
SSS3/SHS3,No,368.891,15,
SSS3/SHS3,Yes,368.891,10,
JSS3/JHS3,No,368.891,11,
JSS/JHS 2,Yes,368.891,2,
P4,Yes,368.891,-3,
JSS1/JHS1,No,368.891,54,
.,.,368.891,,7.17012
JSS/JHS 2,Yes,368.891,4,
Pre school,Yes,368.891,-9,
JSS3/JHS3,No,368.891,10,
Voc//Tec,Yes,368.891,,
JSS3/JHS3,No,368.891,8,8.251664
M4,No,368.891,26,8.681928
JSS3/JHS3,No,368.891,6,
Voc//Tec,No,368.891,,
University,No,368.891,8,
JSS3/JHS3,No,368.891,11,7.864938
None,Yes,368.891,-12,
.,.,,,
Voc//Tec,No,368.891,,
JSS3/JHS3,No,368.891,7,
SSS3/SHS3,No,197.791,19,7.783224
SS1/SHS1,No,197.791,15,7.783224
P1,Yes,197.791,-7,
None,Yes,197.791,-12,
Voc//Tec,No,197.791,,
University,No,197.791,15,9.441452
P3,Yes,197.791,-7,
None,Yes,197.791,-11,
P6,No,197.791,26,7.495542
P6,No,197.791,16,8.646026
Voc//Tec,No,197.791,,8.476371
M1,No,197.791,32,6.39693
Polytechnic,No,197.791,12,9.798127
Polytechnic,No,197.791,10,9.392662
None,Yes,197.791,-11,
.,.,,,
M4,No,197.791,29,10.00914
JSS3/JHS3,No,197.791,23,7.090077
JSS3/JHS3,Yes,197.791,1,
None,Yes,197.791,-12,
University,No,197.791,21,10.08581
Polytechnic,No,197.791,9,7.878534
Pre school,Yes,197.791,-8,
None,Yes,197.791,-10,
University,No,197.791,4,9.10498
Polytechnic,No,197.791,3,
Voc//Tec,No,197.791,,8.699514
JSS3/JHS3,No,197.791,19,10.00728
P4,Yes,197.791,-5,
None,Yes,197.791,-12,
SHS4,No,197.791,,
Polytechnic,No,197.791,7,
University,No,197.791,35,10.08581
M4,No,197.791,36,7.783224
SSS2/SHS2,Yes,197.791,6,
P5,Yes,197.791,-1,
P6,Yes,197.791,-2,
Other tertiary,No,197.791,,9.930008
Voc//Tec,No,197.791,,10.00914
University,No,197.791,1,8.646026
Voc//Tec,No,197.791,,
SHS4,Yes,197.791,,
Polytechnic,No,197.791,28,10.08581
SSS3/SHS3,No,197.791,16,7.783224
University,Yes,197.791,0,
University,Yes,197.791,-4,
JSS3/JHS3,Yes,197.791,0,
.,.,,,
M4,No,137.058,27,8.517993
M4,No,137.058,25,6.173786
P2,Yes,137.058,-7,
None,Yes,137.058,-10,
.,.,,,
M4,No,137.058,49,9.792417
.,.,,,
Other tertiary,Yes,137.058,,
JSS3/JHS3,No,137.058,6,
P4,Yes,137.058,-2,
M4,No,137.058,26,8.716044
JSS3/JHS3,No,137.058,13,
.,.,,,
.,.,,,
.,.,,,
JSS3/JHS3,No,137.058,15,8.17459
JSS3/JHS3,No,137.058,16,
SSS3/SHS3,No,137.058,8,8.87801
None,Yes,137.058,-11,
.,.,,,
University,No,137.058,5,
JSS3/JHS3,No,137.058,16,7.640123
P3,Yes,137.058,-3,
.,.,,,
.,.,137.058,,7.640123
P1,Yes,137.058,-6,
.,.,137.058,,
JSS3/JHS3,No,137.058,12,
University,Yes,137.058,8,10.61644
University,No,137.058,6,9.035987
.,.,,,
S1,No,137.058,54,
.,.,137.058,,
JSS3/JHS3,No,137.058,12,
JSS3/JHS3,No,137.058,17,10.00728
P6,No,137.058,14,7.640123
None,Yes,137.058,-12,
.,.,,,
University,No,137.058,34,10.14594
SSS3/SHS3,No,137.058,10,8.319717
University,No,256.553,21,10.08581
L6,No,256.553,,
JSS/JHS 2,No,256.553,40,7.783224
P6,No,256.553,11,
P5,No,256.553,10,
SHS4,Yes,256.553,,
P6,Yes,256.553,-1,
P2,Yes,256.553,-8,
P5,Yes,256.553,0,
Pre school,Yes,256.553,-9,
Pre school,Yes,256.553,-9,
.,.,,,
.,.,,,
Other tertiary,No,256.553,,8.646026
Polytechnic,No,256.553,7,7.783224
.,.,,,
.,.,,,
M4,No,256.553,33,8.879733
University,No,256.553,3,9.655026
University,Yes,256.553,0,
Polytechnic,Yes,256.553,0,
SSS3/SHS3,Yes,256.553,-1,
P4,No,256.553,57,
Polytechnic,Yes,256.553,22,
M4,No,256.553,24,
JSS/JHS 2,Yes,256.553,-1,
P4,Yes,256.553,-5,
None,Yes,256.553,-11,
SSS3/SHS3,No,256.553,9,7.783224
tech training,No,256.553,24,9.169518
JSS3/JHS3,No,256.553,20,
P6,Yes,256.553,-1,
P3,Yes,256.553,-3,
Pre school,Yes,256.553,-8,
.,.,,,
JSS/JHS 2,Yes,256.553,2,
Voc//Tec,No,256.553,,
Nursing,No,256.553,34,7.783224
Nursing,No,256.553,18,9.392662
.,.,,,
SHS4,Yes,256.553,,
SSS2/SHS2,Yes,256.553,3,
None,Yes,256.553,-10,
M4,No,256.553,27,10.08581
Polytechnic,No,256.553,26,8.87801
P4,No,256.553,29,8.716044
Voc//Tec,No,256.553,,
JSS3/JHS3,Yes,256.553,5,
Voc//Tec,Yes,256.553,,
P6,Yes,256.553,-3,
M4,No,256.553,61,
JSS3/JHS3,No,256.553,22,9.346836
JSS3/JHS3,No,256.553,20,
JSS1/JHS1,Yes,256.553,0,
P1,Yes,256.553,-7,
.,.,,,
Voc//Tec,No,256.553,,11.31017
.,.,,,
.,.,,,
SSS3/SHS3,No,256.553,9,7.783224
SSS3/SHS3,No,256.553,6,
SSS3/SHS3,No,256.553,8,10.56483
.,.,,,
.,.,,,
JSS3/JHS3,No,205.245,17,9.066181
M4,No,205.245,38,7.495542
SSS3/SHS3,No,205.245,13,7.495542
Polytechnic,Yes,205.245,2,
SS1/SHS1,Yes,205.245,3,
M4,No,205.245,51,10.00914
M4,No,205.245,38,
SHS4,No,205.245,,8.51979
.,.,,,
JSS3/JHS3,No,205.245,22,9.272141
.,.,205.245,,8.646026
None,Yes,205.245,-9,
.,.,,,
.,.,,,
.,.,205.245,,6.173786
M4,No,205.245,47,
SHS4,Yes,205.245,,
JSS3/JHS3,Yes,205.245,1,
.,.,205.245,,9.794258
SHS4,No,205.245,,
P5,Yes,205.245,-3,
P1,Yes,205.245,-8,
M4,No,205.245,40,8.371011
Voc//Tec,No,205.245,,9.44284
JSS3/JHS3,Yes,205.245,1,
P6,Yes,205.245,2,
Polytechnic,Yes,205.245,4,7.922986
M4,No,205.245,51,
M4,No,205.245,41,7.090077
JSS1/JHS1,No,205.245,11,
SSS3/SHS3,No,205.245,5,
P3,Yes,205.245,-3,
Voc//Tec,No,205.245,,9.930008
.,.,205.245,,8.443332
JSS1/JHS1,No,205.245,4,
P6,Yes,205.245,-2,
S5,No,205.245,,8.038932
JSS3/JHS3,No,205.245,5,
JSS1/JHS1,Yes,205.245,2,8.312675
P5,Yes,205.245,-3,
None,Yes,205.245,-12,
.,.,,,
JSS3/JHS3,No,205.245,12,8.610593
M4,No,205.245,26,8.646026
University,No,298.4,35,9.174454
M4,No,298.4,42,7.172041
.,.,298.4,,7.864938
.,.,298.4,,6.948897
P2,Yes,298.4,-6,
None,Yes,298.4,-11,
.,.,,,
JSS3/JHS3,No,298.4,8,
SSS3/SHS3,Yes,298.4,4,7.17012
SSS3/SHS3,No,298.4,3,
SHS4,No,298.4,,
.,.,298.4,,6.948897
.,.,298.4,,
.,.,298.4,,
JSS/JHS 2,No,298.4,6,
JSS3/JHS3,Yes,298.4,2,
JSS3/JHS3,Yes,298.4,2,
.,.,298.4,,8.185239
SSS3/SHS3,No,298.4,19,7.864938
JSS3/JHS3,No,298.4,15,7.495542
P1,Yes,298.4,-8,
JSS3/JHS3,No,298.4,14,7.495542
P1,No,298.4,54,7.090077
.,.,298.4,,
P3,No,298.4,45,9.346836
P2,Yes,298.4,-2,
None,Yes,298.4,-7,
None,Yes,298.4,-8,
None,Yes,298.4,-9,
JSS/JHS 2,No,298.4,33,8.443332
SSS3/SHS3,No,298.4,16,6.661215
.,.,,,
JSS3/JHS3,No,298.4,21,9.272141
M4,No,298.4,40,9.980449
M4,No,298.4,34,8.476371
University,No,298.4,8,9.035987
University,No,298.4,6,8.881836
University,Yes,298.4,3,
University,Yes,298.4,0,
JSS3/JHS3,Yes,298.4,0,
University,No,244.806,35,9.392662
University,No,244.806,33,9.169518
University,Yes,244.806,14,
SSS3/SHS3,Yes,244.806,-1,
P2,Yes,244.806,-6,
JSS3/JHS3,No,244.806,15,7.495542
S5,No,244.806,,8.17459
JSS1/JHS1,Yes,244.806,0,
P5,Yes,244.806,-5,
None,Yes,244.806,-12,
Voc//Tec,No,244.806,,
University,No,244.806,5,9.169518
.,.,,,
University,No,244.806,18,9.287301
JSS3/JHS3,Yes,244.806,0,
P6,Yes,244.806,-2,
P1,Yes,244.806,-7,
.,.,244.806,,
JSS3/JHS3,Yes,244.806,2,
University,No,244.806,34,9.287301
tech training,No,244.806,35,8.881836
Polytechnic,Yes,244.806,3,
SS1/SHS1,Yes,244.806,4,
Polytechnic,No,244.806,43,
University,No,244.806,23,9.169518
University,No,244.806,17,8.881836
P6,Yes,244.806,-2,
P4,Yes,244.806,-4,
P1,Yes,244.806,-8,
University,No,244.806,11,9.798127
University,No,244.806,15,9.287301
University,No,244.806,15,9.169518
Pre school,Yes,244.806,-9,
None,Yes,244.806,-11,
.,.,,,
.,.,244.806,,
University,No,244.806,9,
University,No,244.806,18,9.392662
University,No,244.806,11,8.881836
P1,Yes,244.806,-8,
.,.,,,
U6,No,244.806,,8.881836
M4,No,244.806,29,7.783224
Polytechnic,Yes,244.806,3,
SSS3/SHS3,Yes,244.806,1,
P6,Yes,244.806,-3,
P6,Yes,244.806,0,
JSS3/JHS3,No,141.275,12,7.090077
JSS/JHS 2,No,141.275,9,9.518376
None,Yes,141.275,-7,
None,Yes,141.275,-11,
.,.,,,
Voc//Tec,No,141.275,,
.,.,141.275,,7.783224
Voc//Tec,No,141.275,,8.517993
M4,No,141.275,33,9.588606
M4,No,141.275,24,7.090077
JSS/JHS 2,Yes,141.275,0,
P5,Yes,141.275,-4,
P2,Yes,141.275,-7,
Pre school,Yes,141.275,-9,
None,Yes,141.275,-11,
Polytechnic,No,141.275,4,8.443332
University,No,141.275,36,
Polytechnic,No,141.275,33,
Other tertiary,No,141.275,,
SSS3/SHS3,No,141.275,5,
SSS3/SHS3,Yes,141.275,1,
SSS3/SHS3,No,141.275,8,9.352577
.,.,141.275,,7.090077
University,No,141.275,18,9.574984
JSS/JHS 2,No,141.275,13,8.87801
Polytechnic,No,141.275,13,8.87801
SSS3/SHS3,No,141.275,7,7.999544
JSS3/JHS3,No,141.275,7,
Voc//Tec,No,141.275,,7.352441
Pre school,Yes,141.275,-10,
Pre school,Yes,141.275,-12,
Other tertiary,No,189.767,,10.10633
University,No,189.767,2,8.806499
.,.,,,
Polytechnic,No,189.767,21,9.132541
Polytechnic,No,189.767,20,
P4,Yes,189.767,-4,
M4,No,189.767,36,7.783224
Polytechnic,No,189.767,5,9.930008
Polytechnic,No,189.767,28,6.866933
S5,No,189.767,,
P2,Yes,189.767,-5,
Other tertiary,No,189.767,,9.609117
M4,No,189.767,30,
Polytechnic,Yes,189.767,1,
Voc//Tec,No,189.767,,
SSS2/SHS2,Yes,189.767,2,
P6,Yes,189.767,-3,
M4,No,189.767,21,7.090077
SHS4,No,189.767,,7.272398
M4,No,189.767,32,7.090077
SSS3/SHS3,Yes,189.767,0,
M4,No,189.767,58,
JSS/JHS 2,Yes,189.767,1,
SSS3/SHS3,No,189.767,18,
JSS3/JHS3,No,189.767,14,7.783224
None,Yes,189.767,-13,
Polytechnic,No,189.767,36,
Polytechnic,No,189.767,22,7.495542
P3,Yes,189.767,-5,
M4,No,189.767,28,8.646026
M4,No,189.767,39,8.17459
M4,No,189.767,37,7.495542
SSS3/SHS3,Yes,189.767,-1,
JSS3/JHS3,No,189.767,3,
P6,No,189.767,3,
SSS3/SHS3,No,189.767,6,8.17459
M4,No,189.767,24,8.944746
P5,No,189.767,20,6.984716
P5,Yes,189.767,-4,
Pre school,Yes,189.767,-9,
None,Yes,189.767,-11,
.,.,,,
P3,No,205.084,40,8.87801
SSS3/SHS3,No,205.084,13,7.999544
Voc//Tec,No,205.084,,7.495542
SSS3/SHS3,No,205.084,6,
P2,Yes,205.084,-7,
P4,Yes,205.084,-1,
P2,Yes,205.084,-7,
M4,No,205.084,28,8.729478
SSS3/SHS3,No,205.084,18,
.,.,,,
Voc//Tec,No,205.084,,7.832014
University,No,205.084,2,8.879733
Polytechnic,No,205.084,46,8.879733
M4,No,205.084,38,6.866933
JSS3/JHS3,No,205.084,22,8.553332
JSS1/JHS1,No,205.084,16,7.877625
P3,Yes,205.084,-5,
None,Yes,205.084,-10,
.,.,,,
U6,No,205.084,,8.878606
University,No,205.084,33,8.806499
M4,No,205.084,35,7.783224
University,Yes,205.084,-3,
SSS3/SHS3,Yes,205.084,-1,
P4,Yes,205.084,-4,
P1,Yes,205.084,-7,
M4,No,205.084,32,8.51979
University,Yes,205.084,5,
University,Yes,205.084,1,8.699514
P2,Yes,205.084,-7,
JSS3/JHS3,Yes,205.084,7,
University,No,205.084,26,9.392662
M4,No,205.084,28,7.783224
JSS1/JHS1,Yes,205.084,-2,
P1,Yes,205.084,-9,
Pre school,Yes,205.084,-10,
.,.,,,
.,.,205.084,,7.17012
JSS3/JHS3,No,205.084,6,7.090077
.,.,205.084,,
JSS3/JHS3,No,205.084,15,6.39693
.,.,,,
SSS3/SHS3,No,205.084,5,8.17459
.,.,205.084,,6.984716
SSS3/SHS3,Yes,205.084,0,
JSS3/JHS3,No,592.173,18,9.007306
JSS3/JHS3,No,592.173,15,5.562603
JSS/JHS 2,No,592.173,22,7.783224
M4,No,592.173,33,
M4,No,592.173,28,8.517993
SSS3/SHS3,Yes,592.173,0,
P2,Yes,592.173,-6,
None,Yes,592.173,-12,
.,.,,,
SSS3/SHS3,No,592.173,13,8.517993
P3,Yes,592.173,-5,
Pre school,Yes,592.173,-9,
.,.,,,
Voc//Tec,No,592.173,,
P5,No,592.173,11,6.866933
None,Yes,592.173,-10,
.,.,,,
.,.,,,
JSS3/JHS3,No,592.173,30,7.495542
Voc//Tec,No,592.173,,8.312675
Voc//Tec,No,592.173,,
P2,Yes,592.173,-7,
Voc//Tec,No,592.173,,
JSS3/JHS3,No,592.173,20,7.864938
Pre school,Yes,592.173,-9,
Polytechnic,No,592.173,10,9.066181
Polytechnic,No,592.173,27,8.699514
JSS3/JHS3,No,592.173,25,8.03709
P3,Yes,592.173,-3,
P1,Yes,592.173,-7,
None,Yes,592.173,-11,
M4,No,592.173,29,
JSS3/JHS3,No,592.173,30,
M4,No,592.173,29,8.517993
JSS3/JHS3,No,592.173,14,7.757906
P2,No,189.767,24,7.495542
SSS2/SHS2,Yes,189.767,2,
JSS1/JHS1,Yes,189.767,0,
P5,Yes,189.767,-2,
Pre school,Yes,189.767,-9,
S5,No,189.767,,7.783224
P5,No,189.767,32,7.495542
SSS3/SHS3,No,189.767,5,
SS1/SHS1,Yes,189.767,6,
